year,lifeexpectancy,adultmortality,infantdeaths,alcohol,percentageexpenditure,hepatitisb,measles,avg_bmi,child_mortality,polio,totalexpenditure,diphtheria,hivaids,gdp,population,thinness119years,thinness59years,composition,schooling,thinness_combined,log_gdp,log_population,dum_afghanistan,dum_albania,dum_algeria,dum_angola,dum_antiguaandbarbuda,dum_argentina,dum_armenia,dum_australia,dum_austria,dum_azerbaijan,dum_bahamas,dum_bahrain,dum_bangladesh,dum_barbados,dum_belarus,dum_belgium,dum_belize,dum_benin,dum_bhutan,dum_bolivia(plurinationalstateof),dum_bosniaandherzegovina,dum_botswana,dum_brazil,dum_bruneidarussalam,dum_bulgaria,dum_burkinafaso,dum_burundi,dum_caboverde,dum_cambodia,dum_cameroon,dum_canada,dum_centralafricanrepublic,dum_chad,dum_chile,dum_china,dum_colombia,dum_comoros,dum_congo,dum_cookislands,dum_costarica,dum_croatia,dum_cuba,dum_cyprus,dum_czechia,dum_côted'ivoire,dum_democraticpeople'srepublicofkorea,dum_democraticrepublicofthecongo,dum_denmark,dum_djibouti,dum_dominica,dum_dominicanrepublic,dum_ecuador,dum_egypt,dum_elsalvador,dum_equatorialguinea,dum_eritrea,dum_estonia,dum_ethiopia,dum_fiji,dum_finland,dum_france,dum_gabon,dum_gambia,dum_georgia,dum_germany,dum_ghana,dum_greece,dum_grenada,dum_guatemala,dum_guinea,dum_guineabissau,dum_guyana,dum_haiti,dum_honduras,dum_hungary,dum_iceland,dum_india,dum_indonesia,dum_iran(islamicrepublicof),dum_iraq,dum_ireland,dum_israel,dum_italy,dum_jamaica,dum_japan,dum_jordan,dum_kazakhstan,dum_kenya,dum_kiribati,dum_kuwait,dum_kyrgyzstan,dum_laopeople'sdemocraticrepublic,dum_latvia,dum_lebanon,dum_lesotho,dum_liberia,dum_libya,dum_lithuania,dum_luxembourg,dum_madagascar,dum_malawi,dum_malaysia,dum_maldives,dum_mali,dum_malta,dum_marshallislands,dum_mauritania,dum_mauritius,dum_mexico,dum_micronesia(federatedstatesof),dum_monaco,dum_mongolia,dum_montenegro,dum_morocco,dum_mozambique,dum_myanmar,dum_namibia,dum_nauru,dum_nepal,dum_netherlands,dum_newzealand,dum_nicaragua,dum_niger,dum_nigeria,dum_niue,dum_norway,dum_oman,dum_pakistan,dum_palau,dum_panama,dum_papuanewguinea,dum_paraguay,dum_peru,dum_philippines,dum_poland,dum_portugal,dum_qatar,dum_republicofkorea,dum_republicofmoldova,dum_romania,dum_russianfederation,dum_rwanda,dum_saintkittsandnevis,dum_saintlucia,dum_saintvincentandthegrenadines,dum_samoa,dum_sanmarino,dum_saotomeandprincipe,dum_saudiarabia,dum_senegal,dum_serbia,dum_seychelles,dum_sierraleone,dum_singapore,dum_slovakia,dum_slovenia,dum_solomonislands,dum_somalia,dum_southafrica,dum_southsudan,dum_spain,dum_srilanka,dum_sudan,dum_suriname,dum_swaziland,dum_sweden,dum_switzerland,dum_syrianarabrepublic,dum_tajikistan,dum_thailand,dum_theformeryugoslavrepublicofmacedonia,dum_timorleste,dum_togo,dum_tonga,dum_trinidadandtobago,dum_tunisia,dum_turkey,dum_turkmenistan,dum_tuvalu,dum_uganda,dum_ukraine,dum_unitedarabemirates,dum_unitedkingdomofgreatbritainandnorthernireland,dum_unitedrepublicoftanzania,dum_unitedstatesofamerica,dum_uruguay,dum_uzbekistan,dum_vanuatu,dum_venezuela(bolivarianrepublicof),dum_vietnam,dum_yemen,dum_zambia,dum_zimbabwe,dum_developed,dum_developing,gdp_expenditure
2005,73.9,128.0,1,4.7,9.444875415,79.0,1356,48.6,1,82.0,8.6,82.0,0.1,153.57521,419.0,2.8,2.9,0.703,12.2,2.8499999999999996,5.0341904144591165,6.037870919922137,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1320.7468059999999
2004,72.3,134.0,1,3.74,7.132564768,64.0,6847,48.1,1,66.0,8.53,78.0,0.1,127.367228,4245.0,2.8,3.0,0.694,12.0,2.9,4.847074472998273,8.353497098745448,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1086.44245484
2003,72.7,132.0,1,3.36,70.54185252,48.0,216,47.5,2,74.0,8.49,75.0,0.1,928.18227,431.0,2.9,3.0,0.684,11.8,2.95,6.833228125137891,6.066108090103747,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,7880.2674723
2002,71.7,142.0,2,2.72,60.55818291,51.0,199,47.0,2,89.0,8.72,84.0,0.1,779.3845935,4357.0,2.9,3.0,0.677,11.8,2.95,6.658504625580676,8.379539026117442,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,6796.233655320001
2001,73.0,121.0,2,2.76,57.10318825,61.0,35,46.5,2,83.0,7.82,87.0,0.1,733.974142,43864.0,3.0,3.1,0.673,11.7,3.05,6.59847379911113,10.688849217083884,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,5739.6777904400005
2000,71.8,129.0,2,3.28,47.81704183,55.0,50,46.0,2,81.0,6.94,8.0,0.1,691.997711,44183.0,3.1,3.1,0.0,11.4,3.1,6.53958264780873,10.696095378697706,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4802.46411434
2015,81.0,68.0,2,,0.0,88.0,2464,62.3,3,94.0,,95.0,0.1,41176.88158,81686611.0,1.1,1.1,0.924,17.1,1.1,10.625632251148085,18.21840066635147,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,
2014,89.0,69.0,2,11.03,941.7562909,88.0,443,61.9,3,94.0,11.3,95.0,0.1,4792.65288,89825.0,1.1,1.1,0.92,17.0,1.1,8.474839374254516,11.40561861198172,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,54156.977544
2013,86.0,71.0,2,10.94,895.8779503,88.0,1771,61.4,3,94.0,11.16,95.0,0.1,4653.91143,864565.0,1.1,1.1,0.919,16.9,1.1,8.44546331274002,13.669981769248933,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,51937.651558800004
2012,86.0,71.0,2,11.18,839.91332,88.0,166,6.9,3,94.0,1.99,95.0,0.1,4465.24891,8425823.0,1.1,1.1,0.916,16.9,1.1,8.40408023867729,15.946811714891727,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,8885.8453309
